Year,State,HAI,Facility_ID,Facility_Name,County,Hospital_Category_RiskAdjustment,Hospital_Type,Operative_Procedure,Procedure_Count,Infections_Reported,Infections_Predicted,SIR,SIR_CI_95_Lower_Limit,SIR_CI_95_Upper_Limit,Comparison,"On Track Toward 2020 Goal (0.82, 2018)",SIR_2015,Notes
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",030000086,University of California Davis Medical Center,Sacramento,Acute Care Hospital,Major Teaching,Abdominal aortic aneurysm repair,8,0,0.05,,,,,,,
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",030000086,University of California Davis Medical Center,Sacramento,Acute Care Hospital,Major Teaching,Appendix surgery,92,1,0.70,1.44,0.04,8.01,Same,No,0.00,† See data dictionary
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",030000086,University of California Davis Medical Center,Sacramento,Acute Care Hospital,Major Teaching,"Bile duct, liver or pancreatic surgery",161,2,4.68,0.43,0.07,1.41,Same,Yes,0.86,
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",030000086,University of California Davis Medical Center,Sacramento,Acute Care Hospital,Major Teaching,Cardiac surgery,173,0,0.80,0.00,0.00,4.60,Same,Yes,1.03,† See data dictionary
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",030000086,University of California Davis Medical Center,Sacramento,Acute Care Hospital,Major Teaching,"Coronary bypass,chest and donor incisions",78,0,0.84,0.00,0.00,4.37,Same,Yes,,† See data dictionary
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",030000086,University of California Davis Medical Center,Sacramento,Acute Care Hospital,Major Teaching,"Coronary bypass,chest incision only",11,0,0.13,,,,,,,
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",030000086,University of California Davis Medical Center,Sacramento,Acute Care Hospital,Major Teaching,Gallbladder surgery,242,1,1.44,0.69,0.04,3.42,Same,Yes,0.76,
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",030000086,University of California Davis Medical Center,Sacramento,Acute Care Hospital,Major Teaching,Colon surgery,239,8,10.50,0.76,0.35,1.45,Same,Yes,0.74,
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",030000086,University of California Davis Medical Center,Sacramento,Acute Care Hospital,Major Teaching,Cesarean section,423,2,1.26,1.59,0.27,5.25,Same,No,0.00,
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",030000086,University of California Davis Medical Center,Sacramento,Acute Care Hospital,Major Teaching,Spinal fusion,555,4,8.52,0.47,0.15,1.13,Same,Yes,0.70,
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",030000086,University of California Davis Medical Center,Sacramento,Acute Care Hospital,Major Teaching,Open reduction of fracture,717,8,8.23,0.97,0.45,1.85,Same,No,0.34,
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",030000086,University of California Davis Medical Center,Sacramento,Acute Care Hospital,Major Teaching,Gastric surgery,136,2,1.50,1.33,0.22,4.40,Same,No,0.76,
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",030000086,University of California Davis Medical Center,Sacramento,Acute Care Hospital,Major Teaching,Hip prosthesis,348,0,3.57,0.00,0.00,0.84,Better,Yes,0.34,
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",030000086,University of California Davis Medical Center,Sacramento,Acute Care Hospital,Major Teaching,"Hysterectomy,abdominal",168,2,2.04,0.98,0.17,3.24,Same,No,,
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",030000086,University of California Davis Medical Center,Sacramento,Acute Care Hospital,Major Teaching,Knee prosthesis,256,3,1.41,2.12,0.54,5.78,Same,No,0.00,
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",030000086,University of California Davis Medical Center,Sacramento,Acute Care Hospital,Major Teaching,Kidney transplant,256,0,1.49,0.00,0.00,2.02,Same,Yes,0.52,
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",030000086,University of California Davis Medical Center,Sacramento,Acute Care Hospital,Major Teaching,Laminectomy,479,1,2.07,0.48,0.02,2.38,Same,Yes,1.17,
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",030000086,University of California Davis Medical Center,Sacramento,Acute Care Hospital,Major Teaching,Kidney surgery,322,0,1.06,0.00,0.00,2.82,Same,Yes,2.15,
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",030000086,University of California Davis Medical Center,Sacramento,Acute Care Hospital,Major Teaching,Ovarian surgery,122,0,0.10,,,,,,,
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",030000086,University of California Davis Medical Center,Sacramento,Acute Care Hospital,Major Teaching,Pacemaker surgery,22,1,0.07,,,,,,,
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",030000086,University of California Davis Medical Center,Sacramento,Acute Care Hospital,Major Teaching,Rectal surgery,90,0,2.96,0.00,0.00,1.01,Same,Yes,0.00,
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",030000086,University of California Davis Medical Center,Sacramento,Acute Care Hospital,Major Teaching,Small bowel surgery,355,13,7.62,1.71,0.95,2.85,Same,No,1.21,
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",030000086,University of California Davis Medical Center,Sacramento,Acute Care Hospital,Major Teaching,Spleen surgery,39,0,0.34,0.00,0.00,10.91,Same,Yes,2.00,† See data dictionary
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",030000086,University of California Davis Medical Center,Sacramento,Acute Care Hospital,Major Teaching,Thoracic surgery,203,4,1.34,2.98,0.95,7.18,Same,No,0.77,
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",030000086,University of California Davis Medical Center,Sacramento,Acute Care Hospital,Major Teaching,"Hysterectomy, vaginal",20,0,0.15,,,,,,0.00,
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",030000086,University of California Davis Medical Center,Sacramento,Acute Care Hospital,Major Teaching,Exploratory abdominal surgery (laparotomy),519,10,3.29,3.04,1.54,5.42,Worse,No,,
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",930000110,Cedars-Sinai Medical Center,Los Angeles,Acute Care Hospital,Major Teaching,,12400,105,111.25,0.94,0.78,1.14,Same,No,,
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",930000110,Cedars-Sinai Medical Center,Los Angeles,Acute Care Hospital,Major Teaching,Appendix surgery,240,2,1.35,1.48,0.25,4.90,Same,No,1.90,
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",930000110,Cedars-Sinai Medical Center,Los Angeles,Acute Care Hospital,Major Teaching,"Bile duct, liver or pancreatic surgery",311,9,8.91,1.01,0.49,1.85,Same,No,1.10,
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",930000110,Cedars-Sinai Medical Center,Los Angeles,Acute Care Hospital,Major Teaching,Cardiac surgery,552,1,2.76,0.36,0.02,1.79,Same,Yes,1.46,
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",930000110,Cedars-Sinai Medical Center,Los Angeles,Acute Care Hospital,Major Teaching,"Coronary bypass,chest and donor incisions",189,1,1.49,0.67,0.03,3.32,Same,Yes,,
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",930000110,Cedars-Sinai Medical Center,Los Angeles,Acute Care Hospital,Major Teaching,"Coronary bypass,chest incision only",44,0,0.25,0.00,0.00,14.94,Same,Yes,,† See data dictionary
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",930000110,Cedars-Sinai Medical Center,Los Angeles,Acute Care Hospital,Major Teaching,Gallbladder surgery,406,0,2.59,0.00,0.00,1.16,Same,Yes,0.72,
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",930000110,Cedars-Sinai Medical Center,Los Angeles,Acute Care Hospital,Major Teaching,Colon surgery,655,26,19.43,1.34,0.89,1.93,Same,No,1.32,
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",930000110,Cedars-Sinai Medical Center,Los Angeles,Acute Care Hospital,Major Teaching,Cesarean section,1563,3,3.09,0.97,0.25,2.64,Same,No,1.43,
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",930000110,Cedars-Sinai Medical Center,Los Angeles,Acute Care Hospital,Major Teaching,Spinal fusion,1318,13,11.35,1.15,0.64,1.91,Same,No,0.93,
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",930000110,Cedars-Sinai Medical Center,Los Angeles,Acute Care Hospital,Major Teaching,Open reduction of fracture,695,4,5.33,0.75,0.24,1.81,Same,Yes,1.25,
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",930000110,Cedars-Sinai Medical Center,Los Angeles,Acute Care Hospital,Major Teaching,Gastric surgery,370,2,3.74,0.54,0.09,1.77,Same,Yes,1.01,
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",930000110,Cedars-Sinai Medical Center,Los Angeles,Acute Care Hospital,Major Teaching,Hip prosthesis,1014,6,7.80,0.77,0.31,1.60,Same,Yes,0.88,
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",930000110,Cedars-Sinai Medical Center,Los Angeles,Acute Care Hospital,Major Teaching,Heart transplant,122,3,0.78,3.84,0.79,11.23,Same,No,1.06,† See data dictionary
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",930000110,Cedars-Sinai Medical Center,Los Angeles,Acute Care Hospital,Major Teaching,"Hysterectomy,abdominal",235,1,1.72,0.58,0.03,2.88,Same,Yes,,
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",930000110,Cedars-Sinai Medical Center,Los Angeles,Acute Care Hospital,Major Teaching,Knee prosthesis,890,4,3.95,1.01,0.32,2.45,Same,No,1.29,
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",930000110,Cedars-Sinai Medical Center,Los Angeles,Acute Care Hospital,Major Teaching,Kidney transplant,201,1,1.99,0.50,0.03,2.47,Same,Yes,0.65,
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",930000110,Cedars-Sinai Medical Center,Los Angeles,Acute Care Hospital,Major Teaching,Laminectomy,283,4,1.01,3.97,1.26,9.58,Worse,No,0.48,
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",930000110,Cedars-Sinai Medical Center,Los Angeles,Acute Care Hospital,Major Teaching,Liver transplant,110,1,5.07,0.20,0.01,0.97,Better,Yes,0.00,
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",930000110,Cedars-Sinai Medical Center,Los Angeles,Acute Care Hospital,Major Teaching,Kidney surgery,213,1,0.70,1.42,0.04,7.93,Same,No,0.00,† See data dictionary
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",930000110,Cedars-Sinai Medical Center,Los Angeles,Acute Care Hospital,Major Teaching,Ovarian surgery,250,0,0.18,,,,,,0.00,
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",930000110,Cedars-Sinai Medical Center,Los Angeles,Acute Care Hospital,Major Teaching,Pacemaker surgery,57,0,0.13,,,,,,,
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",930000110,Cedars-Sinai Medical Center,Los Angeles,Acute Care Hospital,Major Teaching,Rectal surgery,179,1,4.04,0.25,0.01,1.22,Same,Yes,0.29,
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",930000110,Cedars-Sinai Medical Center,Los Angeles,Acute Care Hospital,Major Teaching,Small bowel surgery,719,11,15.15,0.73,0.38,1.26,Same,Yes,1.18,
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",930000110,Cedars-Sinai Medical Center,Los Angeles,Acute Care Hospital,Major Teaching,Spleen surgery,41,0,0.19,,,,,,0.00,
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",930000110,Cedars-Sinai Medical Center,Los Angeles,Acute Care Hospital,Major Teaching,Thoracic surgery,729,7,3.15,2.22,0.97,4.40,Same,No,0.70,
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",930000110,Cedars-Sinai Medical Center,Los Angeles,Acute Care Hospital,Major Teaching,"Hysterectomy, vaginal",61,0,0.45,0.00,0.00,8.18,Same,Yes,1.20,† See data dictionary
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",930000110,Cedars-Sinai Medical Center,Los Angeles,Acute Care Hospital,Major Teaching,Exploratory abdominal surgery (laparotomy),953,4,4.68,0.85,0.27,2.06,Same,No,,
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",060000148,University of California Irvine Medical Center,Orange,Acute Care Hospital,Major Teaching,,5171,90,61.23,1.47,1.19,1.80,Worse,No,,
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",060000148,University of California Irvine Medical Center,Orange,Acute Care Hospital,Major Teaching,Abdominal aortic aneurysm repair,4,0,0.03,,,,,,,
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",060000148,University of California Irvine Medical Center,Orange,Acute Care Hospital,Major Teaching,Appendix surgery,107,1,0.86,1.16,0.03,6.48,Same,No,0.00,† See data dictionary
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",060000148,University of California Irvine Medical Center,Orange,Acute Care Hospital,Major Teaching,"Bile duct, liver or pancreatic surgery",174,14,10.84,1.29,0.74,2.12,Same,No,0.85,
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",060000148,University of California Irvine Medical Center,Orange,Acute Care Hospital,Major Teaching,Cardiac surgery,70,0,0.30,0.00,0.00,12.34,Same,Yes,0.00,† See data dictionary
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",060000148,University of California Irvine Medical Center,Orange,Acute Care Hospital,Major Teaching,"Coronary bypass,chest and donor incisions",69,1,0.75,1.33,0.03,7.41,Same,No,,† See data dictionary
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",060000148,University of California Irvine Medical Center,Orange,Acute Care Hospital,Major Teaching,"Coronary bypass,chest incision only",6,0,0.05,,,,,,,
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",060000148,University of California Irvine Medical Center,Orange,Acute Care Hospital,Major Teaching,Gallbladder surgery,230,4,1.65,2.43,0.77,5.85,Same,No,0.57,
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",060000148,University of California Irvine Medical Center,Orange,Acute Care Hospital,Major Teaching,Colon surgery,347,15,7.25,2.07,1.20,3.34,Worse,No,0.75,
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",060000148,University of California Irvine Medical Center,Orange,Acute Care Hospital,Major Teaching,Cesarean section,399,0,1.30,0.00,0.00,2.30,Same,Yes,1.52,
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",060000148,University of California Irvine Medical Center,Orange,Acute Care Hospital,Major Teaching,Spinal fusion,297,3,3.18,0.94,0.24,2.57,Same,No,0.00,
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",060000148,University of California Irvine Medical Center,Orange,Acute Care Hospital,Major Teaching,Open reduction of fracture,451,13,5.26,2.47,1.38,4.12,Worse,No,0.68,
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",060000148,University of California Irvine Medical Center,Orange,Acute Care Hospital,Major Teaching,Gastric surgery,209,5,2.99,1.67,0.61,3.71,Same,No,0.74,
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",060000148,University of California Irvine Medical Center,Orange,Acute Care Hospital,Major Teaching,Hip prosthesis,142,6,1.81,3.32,1.35,6.90,Worse,No,1.35,
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",060000148,University of California Irvine Medical Center,Orange,Acute Care Hospital,Major Teaching,"Hysterectomy,abdominal",298,2,3.29,0.61,0.10,2.01,Same,Yes,,
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",060000148,University of California Irvine Medical Center,Orange,Acute Care Hospital,Major Teaching,Knee prosthesis,108,3,0.69,4.37,0.90,12.78,Same,No,0.00,† See data dictionary
